"word1","word2","n"
"positive","action",1
"positive","actions",1
"positive","alternatives",1
"positive","climatechange",1
"positive","engagement",1
"positive","food",1
"positive","future",1
"positive","narrative",1
"positive","outlook",1
"positive","plans",1
"positive","power",1
"positive","protests",1
"positive","reinforcement",1
"positive","sounding",1
"positive","step",1
"positive","stories",1
"positive","strives",1
"positive","takeaways",1
"positivechange","goodnews",1
"positiveenergy","stem",1
"positivenewsuk","offer",1
"positivity","amp",1
"positivity","swipe",1
"possibly","3",1
"possibly","connected",1
"possibly","unstable",1
"post","1549",1
"post","1550",1
"post","1551",1
"post","1552",1
"post","1553",1
"post","1554",1
"post","1555",1
"post","1556",1
"post","1557",1
"post","1558",1
"post","1559",1
"post","1560",1
"post","1561",1
"post","1562",1
"post","1563",1
"post","1564",1
"post","1565",1
"post","1566",1
"post","1567",1
"post","canadian",1
"post","climate",1
"post","conflict",1
"post","credit",1
"post","grad",1
"post","mapping",1
"post","read",1
"post","reports",1
"post","singularity",1
"post","takes",1
"postapocalyptic","fiction",1
"posted","2012",1
"poster","competition",1
"posting","paul",1
"postpartum","care",1
"postponed","citing",1
"postponement","amid",1
"postponement","governments",1
"posts","knowing",1
"posturing","climatechange",1
"posturing","it’s",1
"pot","analogy",1
"potato","crop",1
"potential","alternative",1
"potential","approach",1
"potential","costs",1
"potential","driver",1
"potential","effects",1
"potential","enzyme",1
"potential","framework",1
"potential","health",1
"potential","investments",1
"potential","link",1
"potential","loss",1
"potential","preview",1
"potential","reduces",1
"potential","revenue",1
"potential","risks",1
"potential","solution",1
"potential","tool",1
"potentially","increase",1
"potentially","leaving",1
"potentially","scary",1
"potus","2",1
"potus⁩","administration",1
"potus","amp",1
"potus","antonioguterres",1
"potus","asabeshehu",1
"potus","cia",1
"potus","climatechange",1
"potus","donaldtrump",1
"potus","expandthecourt",1
"potus","ginamccarthy46",1
"potus","gretathunberg",1
"potus","gt",1
"potus","ipbes",1
"potus","johnbeledwards",1
"potus","jrpsaki",1
"potus","justicematters",1
"potus","listens",1
"potus","msnbc",1
"potus","obsessed",1
"potus","plans",1
"potus","presssec",1
"potus","rhode",1
"potus","timetoact",1
"potus","whitehouse",1
"poultry","farms",1
"pouring","amp",1
"poverty","addiction",1
"poverty","alleviation",1
"poverty","basicincome",1
"poverty","don’t",1
"poverty","homelessness",1
"poverty","human",1
"poverty","monarcy",1
"poverty","racism",1
"poverty","unreliable",1
"poverty","waterscarcity",1
"powell","biodiversity",1
"powell","frb",1
"power","basics",1
"power","bid",1
"power","built",1
"power","capacity",1
"power","didn’t",1
"power","drunk",1
"power","earth2",1
"power","energy",1
"power","generated",1
"power","generation",1
"power","homes",1
"power","market",1
"power","mix",1
"power","plans",1
"power","read",1
"power","restored",1
"power","set",1
"power","stations",1
"power","systems",1
"power","trade",1
"power","usage",1
"powercor","lifts",1
"powered","irrigation",1
"powered","mining",1
"powerful","amp",1
"powerful","argument",1
"powerful","combination",1
"powerful","conversation",1
"powerful","documentary",1
"powerful","forces",1
"powerful","hurricanes",1
"powerful","letter",1
"powerful","nyc",1
"powerful","people",1
"powerful","photography",1
"powerful","picture",1
"powerful","pictures",1
"powerful","placebo",1
"powerful","visual",1
"powerful","words",1
"powergeneration","climatechange",1
"powergrid","climate",1
"powerhouse","climatechange",1
"poweringpastcoal","climatechange",1
"poweroutages","conservation",1
"powerplants","that’s",1
"poynter","facttank",1
"pozzi","speaks",1
"ppl","interviewed",1
"ppl","starts",1
"ppm","uk",1
"pr","tactic",1
"prabhjotias","iasassociation",1
"practical","action",1
"practical","advice",1
"practical","applications",1
"practical","examples",1
"practical","solutions",1
"practice","climatechange",1
"practice","edward",1
"practice","head",1
"practice","manager",1
"practices","amp",1
"practices","lower",1
"practicing","cover",1
"pradeepjenaias","forestdeptt",1
"pradesh","india",1
"pradesh","national",1
"pradesh's","shimla",1
"pragmatic","building",1
"pragmatic","common",1
"pragmatic","steps",1
"praise","climatechange",1
"praises","fans",1
"prakash","climatechange",1
"pranjalsharma","climatechange",1
"prasad","oli",1
"pray","comedian",1
"pray","fema",1
"prayer","requests",1
"prc","blowing",1
"pre","cop",1
"pre","cop26",1
"pre","trump",1
"precarious","climatechange",1
"precious","commodity",1
"precious","fauna",1
"precious","habitats",1
"precious","resource",1
"precious","seed",1
"precipitation","21",1
"precipitation","amp",1
"precipitation","events",1
"precipitation","patterns",1
"precipitation","statistics",1
"precise","words",1
"precop26ita","climayouth",1
"precop26ita","cop26",1
"predators","amp",1
"predecessor","plat",1
"predict","bird",1
"predict","impacts",1
"predictable","climatechange",1
"predicted","catastrophic",1
"predicted","growth",1
"predicting","amp",1
"predicting","startup",1
"prediction","model",1
"predictions","accompany",1
"predictions","we’ve",1
"pregnancies","birthing",1
"pregnant","ca",1
"pregnant","people",1
"prelim","data",1
"preliminary","information",1
"premier","addresses",1
"premier","horgan",1
"premier","li",1
"premier","urges",1
"premiering","12th",1
"premierleague","team",1
"premiums","living",1
"prep","meet",1
"preparation","folks",1
"preparation","stretched",1
"preparatory","workshop",1
"prepare","amp",1
"prepare","condo",1
"prepare","here’s",1
"prepared","learn",1
"prepared","remarks",1
"preparedness","nationalsecurity",1
"prescription","drugs",1
"presentation","rethinking",1
"presential","events",1
"preservation","1⃣we",1
"preserve","biodiversity",1
"preserve","forests",1
"preserve","livable",1
"preserve","ocean",1
"preserve","protect",1
"presidency","togetherforourplanet",1
"presidency","zacgoldsmith",1
"president","afdb_group",1
"president","akin_adesina",1
"president","barzani",1
"president","charles's",1
"president","emmanuelmacron",1
"president","fub_fr",1
"president","kamala",1
"president","magnusberntsson",1
"president","mohamednasheed⁩",1
"president","salva",1
"president","trump",1
"president","vladimir",1
"president","vonderleyen",1
"president's","advisory",1
"president’s","approval",1
"presrajapaksa","called",1
"press","109",1
"press","briefing",1
"press","conferences",1
"press","covid",1
"press","matthewagarwala",1
"press","missed",1
"press","service",1
"press","statements",1
"pressacp","develop",1
"presses","government",1
"pressing","challenge",1
"pressing","conservation",1
"pressing","issue",1
"presssec","whcos",1
"pressure","amp",1
"pressuredemocrats","speakerpelosi",1
"pressures","research",1
"prestigious","rspbscotland",1
"prestigious","saksham",1
"preterm","birth",1
"preterm","births",1
"pretty","dismal",1
"pretty","hazardous",1
"pretty","love",1
"pretty","lucky",1
"pretty","pointless",1
"pretty","sad",1
"prevail","swiftactionrequired",1
"prevailing","narrative",1
"prevent","1.5",1
"prevent","conflict",1
"prevent","damage",1
"prevent","disasters",1
"prevent","extinction",1
"prevent","flash",1
"prevent","future",1
"prevent","global",1
"prevent","harm",1
"prevent","morrison",1
"prevent","soil",1
"prevent","unwanted",1
"prevented","folks",1
"preventing","catastrophic",1
"preventing","women",1
"prevention","plan",1
"preventionisbetterthancure","caretaker",1
"previous","35",1
"previous","approach",1
"previous","assumptions",1
"previous","ipcc",1
"previous","lsen",1
"previous","playbook",1
"previous","video",1
"previously","estimated",1
"previously","expected",1
"previously","restricted",1
"prey","worldwide",1
"pri","uppermost",1
"price","no2fossilfuels",1
"price","solar",1
"price","tag",1
"price","tomorrow",1
"price","war",1
"price","worth",1
"pricecarbon","climatechange",1
"pricelessplanet","webinar",1
"priceoncarbon","brings",1
"priceonpollution","actnow",1
"prices","increase",1
"prices","lack",1
"prices","smart",1
"pricey","spending",1
"pricing","pollution",1
"pricing","power",1
"pride","parade",1
"primarily","due",1
"primary","amp",1
"primary","forests",1
"primary","microplastics",1
"primary","productivity",1
"primary","school",1
"primary","schools",1
"primate","climatechange",1
"prime","agricultural",1
"prime","ministers",1
"princeton_pec","registered",1
"principal","adviser",1
"principal","partner",1
"principle","discussed",1
"principle","superstitious",1
"printable","solar",1
"printed","media",1
"printing","endless",1
"priorities","highlighting",1
"prioritise","climate",1
"prioritise","empowering",1
"prioritize","actions",1
"prioritize","educating",1
"prioritize","low",1
"prioritize","manatee",1
"priority","climatechange",1
"priority","honestly",1
"priority","pls",1
"priority","rishi",1
"pristine","southlaketahoe",1
"pritipatel","resign",1
"privacy","climatechange",1
"private","cars",1
"private","jet",1
"private","jets",1
"private","mansions",1
"private","medical",1
"private","planes",1
"private","sectors",1
"privatecarfree","trevorcdale",1
"privatejet","travel",1
"privately","owned",1
"privatesector","financing",1
"priyansha’s","article",1
"priyanshi","bhadoriya",1
"prize","laureate",1
"prize","money",1
"prizes","congratulations",1
"pro","brexit",1
"pro","mask",1
"pro","mining",1
"pro","zygote",1
"proact","project",1
"proactive","bospoli",1
"proactive","conservation",1
"proactive","steps",1
"proactively","manage",1
"probabilistic","fall",1
"probability","slowly",1
"proceed","enters",1
"process","act",1
"process","america",1
"process","called",1
"process","climatechange",1
"process","join",1
"processes","outlined",1
"processing","facilities",1
"prochoice","bills",1
"proclaimed","wise",1
"procrastination","rules",1
"procurement","policies",1
"procurment","official",1
"produce","beef",1
"produce","positive",1
"produce","real",1
"produced","multi",1
"producer","jhonair",1
"producerbev⁩","sail_leeds⁩",1
"producers","hit",1
"produces","50",1
"producing","countries",1
"producing","country",1
"producing","food",1
"producing","weather",1
"product","offer",1
"product","packaging",1
"product","pipeline",1
"product","roadmaps",1
"production","4real",1
"production","climate",1
"production","climatechange",1
"production","climatecrisis",1
"production","collapses",1
"production","due",1
"production","enabling",1
"production","facilities",1
"production","fairtradeuk",1
"production","health",1
"production","regions",1
"production","report",1
"production","retail",1
"production","tax",1
"productivity","amp",1
"productivity","increasing",1
"𝐏𝐫𝐨𝐝𝐮𝐜𝐭𝐢𝐯𝐢𝐭𝐲","𝐥𝐨𝐬𝐬",1
"products","irritant",1
"prof","achinthiv",1
"prof","𝗔𝗻𝗱𝗿𝗲𝘄",1
"prof","barnwellgarret",1
"prof","charleskolstad",1
"prof","emmaarchervg",1
"prof","kieronmeagher",1
"prof","markus",1
"prof","michaelemann⁩",1
"prof","nina",1
"prof","pascal",1
"prof","peter",1
"prof","saulehsiddiqui",1
"prof","sir",1
"prof","steve",1
"profadamsobel","kateraworth",1
"professed","love",1
"professional","voice",1
"professionals","28",1
"professionals","call",1
"professionals","students",1
"professor","aka",1
"professor","flowers",1
"professor","francois",1
"professor","held",1
"professor","judah47",1
"professor","markjaccard",1
"professors","lefcort",1
"profhlund","mgracacarvalho",1
"profile","guest",1
"profile","uplift",1
"profiles","capitaplc",1
"profit","funded",1
"profit","healthcare",1
"profit","motive",1
"profit","system",1
"profitable","endeavor",1
"profits","amp",1
"profits","climateemergency",1
"profits","read",1
"profjenthompson","joshshepperd",1
"profkharrison","clairekraatz",1
"profound","adverse",1
"profound","reboot",1
"profound","unfairness",1
"profstrachan","christinemilne",1
"profstrachan","wedonthavetime",1
"program","acting",1
"program","cbcnews",1
"program","climatechange",1
"program","run",1
"programme","20",1
"programme","andrii",1
"programme","centre",1
"programme","emmecare",1
"programme","manager",1
"programme","session",1
"programme","travel",1
"programmering","womenwhocode",1
"programmes","sponsored",1
"programs","implemented",1
"programs","mary_c_keogh",1
"progress","change",1
"progress","climatechange",1
"progress","gecf",1
"progress","join",1
"progress","sdg7",1
"progress","voteno",1
"progresses","storm",1
"progressive","conservative",1
"progressive","foreign",1
"progressive","forwardforeveryone",1
"progressives","liberal",1
"prohibited","size",1
"project","aims",1
"project","amp",1
"project","approval",1
"project","climatechange",1
"project","communications",1
"project","consultant",1
"project","counties",1
"project","development",1
"project","funded",1
"project","future",1
"project","haarp",1
"project","indigenous",1
"project","innoeduco2",1
"project","read",1
"project","stand",1
"project","supported",1
"project","tackling",1
"project","talking",1
"project","team",1
"project","youth",1
"projectdrawdown","climate",1
"projectdrawdown","helps",1
"projected","climate",1
"projecting","stop",1
"projections","2018",1
"projections","climatechange",1
"projections","mount",1
"projects","4",1
"projects","cbc",1
"projects","days",1
"projects","enable",1
"projects","relating",1
"projects","tte",1
"projects","votetrudeauout",1
"proklean","chemicals",1
"prologue","climatechange",1
"prolonged","lamentations",1
"promethean","power",1
"prominent","2",1
"promising","geological",1
"promising","options",1
"promising","sustainability",1
"promo","foodsystems",1
"promo","video",1
"promote","climatechange",1
"promote","gender",1
"promote","green",1
"promote","hair",1
"promote","lithium",1
"promote","otj",1
"promote","peace",1
"promote","renewables",1
"promote","resilience",1
"promote","scotrenew's",1
"promote","sustainability",1
"promoted","ccs",1
"promotes","crappy",1
"promotes","ecosystem",1
"promotes","responsible",1
"promoting","biodiversity",1
"promoting","greeneconomy",1
"promoting","hate",1
"promoting","nature",1
"promoting","outright",1
"promoting","regenerativeagriculture",1
"promoting","rwandagov",1
"promoting","south",1
"promotors","local",1
"prompt","kinetic",1
"prompting","firefighters",1
"prompting","they’re",1
"prompts","fears",1
"pronged","response",1
"proofing","cities",1
"prop","o'toole",1
"propaganda","they’ve",1
"proper","cover",1
"proper","growth",1
"proper","socialcare",1
"properly","assess",1
"properties","amp",1
"properties","green",1
"properties","knowing",1
"properties","read",1
"property","damages",1
"property","declined",1
"property","loss",1
"property","manufacturing",1
"property","realize",1
"property","rose",1
"propertydamage","infrastructure",1
"propertyevents","events",1
"propertyindustry","propertynews",1
"propertynews","omnihouseuk",1
"properwastemanagement","ecosystemrestoration",1
"proposals","read",1
"proposals","research",1
"propose","personal",1
"propose","solutions",1
"proposed","national",1
"proposed","west",1
"proposes","global",1
"propulsion","technologies",1
"prosecutorial","powers",1
"prosperity","cleaner",1
"prosperous","future",1
"prosyn","water",1
